    Radial       Axial        Radial       K            Turbulent
    position     velocity     velocity                  viscosity
    1.680E-01    3.707E-03    1.203E-03    1.579E-03    5.403E-04
    1.690E-01    3.736E-03    1.210E-03    1.594E-03    5.469E-04
    1.700E-01    3.764E-03    1.217E-03    1.609E-03    5.536E-04
    1.710E-01    3.793E-03    1.225E-03    1.624E-03    5.603E-04
    1.720E-01    3.822E-03    1.232E-03    1.640E-03    5.671E-04
    1.730E-01    3.851E-03    1.240E-03    1.655E-03    5.739E-04
    1.740E-01    3.881E-03    1.248E-03    1.671E-03    5.807E-04
    1.750E-01    3.911E-03    1.255E-03    1.687E-03    5.876E-04
    1.760E-01    3.941E-03    1.263E-03    1.703E-03    5.945E-04
    1.770E-01    3.971E-03    1.271E-03    1.719E-03    6.015E-04
    1.780E-01    4.001E-03    1.279E-03    1.735E-03    6.085E-04
    1.790E-01    4.032E-03    1.288E-03    1.751E-03    6.156E-04
    1.800E-01    4.063E-03    1.296E-03    1.768E-03    6.227E-04
    1.810E-01    4.094E-03    1.304E-03    1.785E-03    6.299E-04
    1.820E-01    4.125E-03    1.312E-03    1.801E-03    6.371E-04
    1.830E-01    4.157E-03    1.321E-03    1.818E-03    6.443E-04
    1.840E-01    4.189E-03    1.330E-03    1.836E-03    6.516E-04
    1.850E-01    4.221E-03    1.338E-03    1.853E-03    6.590E-04
    1.860E-01    4.253E-03    1.347E-03    1.870E-03    6.664E-04
    1.870E-01    4.286E-03    1.356E-03    1.888E-03    6.738E-04
    1.880E-01    4.319E-03    1.365E-03    1.906E-03    6.813E-04
    1.890E-01    4.352E-03    1.374E-03    1.923E-03    6.888E-04
    1.900E-01    4.385E-03    1.383E-03    1.942E-03    6.964E-04
    1.910E-01    4.419E-03    1.392E-03    1.960E-03    7.040E-04
    1.920E-01    4.453E-03    1.401E-03    1.978E-03    7.116E-04
    1.930E-01    4.487E-03    1.411E-03    1.996E-03    7.193E-04
    1.940E-01    4.521E-03    1.420E-03    2.015E-03    7.271E-04
    1.950E-01    4.555E-03    1.430E-03    2.034E-03    7.349E-04
    1.960E-01    4.590E-03    1.439E-03    2.053E-03    7.427E-04
    1.970E-01    4.625E-03    1.449E-03    2.072E-03    7.506E-04
    1.980E-01    4.660E-03    1.459E-03    2.091E-03    7.585E-04
    1.990E-01    4.696E-03    1.469E-03    2.110E-03    7.665E-04
    2.000E-01    4.731E-03    1.479E-03    2.130E-03    7.745E-04
    2.010E-01    4.767E-03    1.488E-03    2.150E-03    7.825E-04
    2.020E-01    4.803E-03    1.498E-03    2.172E-03    7.904E-04
    2.030E-01    4.839E-03    1.507E-03    2.196E-03    7.974E-04
    2.040E-01    4.875E-03    1.515E-03    2.221E-03    8.044E-04
    2.050E-01    4.911E-03    1.523E-03    2.247E-03    8.110E-04
    2.060E-01    4.947E-03    1.530E-03    2.276E-03    8.170E-04
    2.070E-01    4.983E-03    1.537E-03    2.306E-03    8.234E-04
    2.080E-01    5.019E-03    1.544E-03    2.337E-03    8.297E-04
    2.090E-01    5.055E-03    1.550E-03    2.370E-03    8.349E-04
    2.100E-01    5.091E-03    1.555E-03    2.405E-03    8.399E-04
    2.110E-01    5.127E-03    1.560E-03    2.441E-03    8.442E-04
    2.120E-01    5.163E-03    1.565E-03    2.478E-03    8.486E-04
    2.130E-01    5.199E-03    1.569E-03    2.518E-03    8.524E-04
    2.140E-01    5.235E-03    1.573E-03    2.559E-03    8.563E-04
    2.150E-01    5.271E-03    1.576E-03    2.601E-03    8.605E-04
    2.160E-01    5.307E-03    1.579E-03    2.645E-03    8.649E-04
    2.170E-01    5.343E-03    1.581E-03    2.691E-03    8.685E-04
    2.180E-01    5.380E-03    1.583E-03    2.738E-03    8.733E-04
    2.190E-01    5.416E-03    1.584E-03    2.787E-03    8.774E-04
    2.200E-01    5.452E-03    1.585E-03    2.837E-03    8.837E-04
    2.210E-01    5.488E-03    1.585E-03    2.889E-03    8.873E-04
    2.220E-01    5.525E-03    1.585E-03    2.943E-03    8.910E-04
    2.230E-01    5.561E-03    1.585E-03    2.998E-03    8.950E-04
    2.240E-01    5.598E-03    1.584E-03    3.055E-03    8.992E-04
    2.250E-01    5.634E-03    1.582E-03    3.113E-03    9.036E-04
    2.260E-01    5.670E-03    1.580E-03    3.173E-03    9.073E-04
    2.270E-01    5.707E-03    1.578E-03    3.234E-03    9.112E-04
    2.280E-01    5.743E-03    1.575E-03    3.297E-03    9.153E-04
    2.290E-01    5.780E-03    1.572E-03    3.362E-03    9.196E-04
    2.300E-01    5.816E-03    1.568E-03    3.428E-03    9.242E-04
    2.310E-01    5.854E-03    1.566E-03    3.496E-03    9.290E-04
    2.320E-01    5.893E-03    1.568E-03    3.565E-03    9.430E-04
    2.330E-01    5.935E-03    1.575E-03    3.636E-03    9.473E-04
    2.340E-01    5.978E-03    1.585E-03    3.709E-03    9.517E-04
    2.350E-01    6.024E-03    1.600E-03    3.783E-03    9.554E-04
    2.360E-01    6.072E-03    1.620E-03    3.859E-03    9.594E-04
    2.370E-01    6.121E-03    1.643E-03    3.936E-03    9.635E-04
    2.380E-01    6.173E-03    1.671E-03    4.015E-03    9.679E-04
    2.390E-01    6.226E-03    1.703E-03    4.095E-03    9.725E-04
    2.400E-01    6.282E-03    1.739E-03    4.177E-03    9.803E-04
    2.410E-01    6.340E-03    1.779E-03    4.261E-03    9.884E-04
    2.420E-01    6.399E-03    1.824E-03    4.346E-03    9.947E-04
    2.430E-01    6.461E-03    1.873E-03    4.433E-03    9.974E-04
    2.440E-01    6.525E-03    1.926E-03    4.521E-03    9.964E-04
    2.450E-01    6.590E-03    1.983E-03    4.611E-03    9.917E-04
    2.460E-01    6.667E-03    2.045E-03    4.700E-03    9.834E-04
    2.470E-01    6.812E-03    2.111E-03    4.799E-03    9.713E-04
    2.480E-01    6.974E-03    2.164E-03    4.882E-03    9.557E-04
    2.490E-01    7.210E-03    2.413E-03    4.964E-03    9.993E-04
    2.500E-01    7.577E-03    2.839E-03    5.054E-03    1.165E-03
    2.510E-01    8.077E-03    3.441E-03    5.402E-03    1.453E-03
    2.520E-01    8.708E-03    4.221E-03    5.733E-03    1.864E-03
    2.530E-01    9.471E-03    5.177E-03    6.772E-03    2.397E-03
    2.540E-01    1.037E-02    6.310E-03    8.082E-03    3.052E-03
    2.550E-01    1.110E-02    7.328E-03    9.204E-03    3.651E-03
    2.560E-01    1.140E-02    7.940E-03    9.750E-03    4.016E-03
    2.570E-01    1.125E-02    8.144E-03    9.790E-03    4.147E-03
    2.580E-01    1.065E-02    7.941E-03    1.018E-02    4.045E-03
    2.590E-01    9.609E-03    7.332E-03    1.010E-02    3.708E-03
    2.600E-01    8.380E-03    6.509E-03    9.777E-03    3.242E-03
    2.610E-01    7.221E-03    5.664E-03    9.480E-03    2.751E-03
    2.620E-01    6.132E-03    4.799E-03    9.307E-03    2.236E-03
    2.630E-01    5.111E-03    3.912E-03    9.172E-03    1.697E-03
    2.640E-01    4.161E-03    3.005E-03    9.045E-03    1.134E-03
    2.650E-01    3.369E-03    2.201E-03    8.914E-03    6.447E-04
    2.660E-01    2.826E-03    1.626E-03    8.680E-03    3.289E-04
    2.670E-01    2.533E-03    1.280E-03    8.552E-03    1.865E-04
    2.680E-01    2.383E-03    1.077E-03    8.429E-03    1.371E-04
    2.690E-01    2.271E-03    9.305E-04    8.297E-03    1.003E-04
    2.700E-01    2.198E-03    8.413E-04    8.166E-03    7.609E-05
    2.710E-01    2.163E-03    8.090E-04    8.037E-03    6.456E-05
    2.720E-01    2.147E-03    8.056E-04    7.903E-03    5.951E-05
    2.730E-01    2.132E-03    8.030E-04    7.773E-03    5.479E-05
    2.740E-01    2.117E-03    8.013E-04    7.645E-03    5.041E-05
    2.750E-01    2.103E-03    8.005E-04    7.496E-03    4.636E-05
    2.760E-01    2.089E-03    8.006E-04    7.356E-03    4.264E-05
    2.770E-01    2.076E-03    8.016E-04    7.204E-03    3.925E-05
    2.780E-01    2.064E-03    8.034E-04    7.072E-03    3.619E-05
    2.790E-01    2.051E-03    8.060E-04    6.949E-03    3.346E-05
    2.800E-01    2.040E-03    8.096E-04    6.835E-03    3.107E-05
    2.810E-01    2.029E-03    8.140E-04    6.730E-03    2.900E-05
    2.820E-01    2.018E-03    8.193E-04    6.633E-03    2.727E-05
    2.830E-01    2.008E-03    8.255E-04    6.546E-03    2.587E-05
    2.840E-01    1.998E-03    8.325E-04    6.468E-03    2.480E-05
    2.850E-01    1.989E-03    8.404E-04    6.399E-03    2.437E-05
    2.860E-01    1.980E-03    8.492E-04    6.339E-03    2.398E-05
    2.870E-01    1.972E-03    8.588E-04    6.287E-03    2.384E-05
    2.880E-01    1.964E-03    8.693E-04    6.245E-03    2.370E-05
    2.890E-01    1.957E-03    8.807E-04    6.212E-03    2.356E-05
    2.900E-01    1.950E-03    8.929E-04    6.196E-03    2.342E-05
    2.910E-01    1.944E-03    9.060E-04    6.184E-03    2.328E-05
    2.920E-01    1.938E-03    9.200E-04    6.179E-03    2.314E-05
    2.930E-01    1.933E-03    9.349E-04    6.175E-03    2.300E-05
    2.940E-01    1.928E-03    9.506E-04    6.170E-03    2.286E-05
    2.950E-01    1.924E-03    9.652E-04    6.167E-03    2.272E-05
    2.960E-01    1.920E-03    9.807E-04    6.165E-03    2.258E-05
    2.970E-01    1.917E-03    9.953E-04    6.163E-03    2.244E-05
    2.980E-01    1.914E-03    1.022E-03    6.161E-03    2.230E-05
    2.990E-01    1.912E-03    1.037E-03    6.160E-03    2.216E-05
    3.000E-01    1.910E-03    1.052E-03    6.159E-03    2.202E-05
    3.010E-01    1.906E-03    1.067E-03    6.159E-03    2.188E-05
    3.020E-01    1.902E-03    1.072E-03    6.159E-03    2.174E-05
    3.030E-01    1.888E-03    1.087E-03    6.159E-03    2.160E-05
    3.040E-01    1.884E-03    1.102E-03    6.158E-03    2.146E-05
    3.050E-01    1.880E-03    1.115E-03    6.157E-03    2.132E-05
    3.060E-01    1.876E-03    1.126E-03    6.156E-03    2.118E-05
    3.070E-01    1.872E-03    1.136E-03    6.155E-03    2.094E-05
    3.080E-01    1.868E-03    1.144E-03    6.153E-03    2.070E-05
    3.090E-01    1.864E-03    1.152E-03    6.151E-03    2.056E-05
    3.100E-01    1.860E-03    1.160E-03    6.149E-03    2.042E-05
    3.110E-01    1.856E-03    1.166E-03    6.146E-03    2.028E-05
    3.120E-01    1.852E-03    1.172E-03    6.143E-03    2.014E-05
    3.130E-01    1.848E-03    1.177E-03    6.140E-03    2.000E-05
    3.140E-01    1.844E-03    1.181E-03    6.137E-03    1.986E-05
    3.150E-01    1.840E-03    1.185E-03    6.134E-03    1.972E-05
    3.160E-01    1.836E-03    1.187E-03    6.131E-03    1.958E-05
    3.170E-01    1.832E-03    1.189E-03    6.128E-03    1.944E-05
    3.180E-01    1.828E-03    1.191E-03    6.125E-03    1.930E-05
    3.190E-01    1.824E-03    1.193E-03    6.122E-03    1.916E-05
    3.200E-01    1.820E-03    1.195E-03    6.119E-03    1.902E-05
    3.210E-01    1.816E-03    1.198E-03    6.116E-03    1.888E-05
    3.220E-01    1.812E-03    1.202E-03    6.113E-03    1.874E-05
    3.230E-01    1.808E-03    1.208E-03    6.110E-03    1.860E-05
    3.240E-01    1.805E-03    1.215E-03    6.107E-03    1.846E-05
    3.250E-01    1.807E-03    1.219E-03    6.104E-03    1.832E-05
    3.260E-01    1.809E-03    1.223E-03    6.101E-03    1.818E-05
    3.270E-01    1.812E-03    1.227E-03    6.098E-03    1.804E-05
    3.280E-01    1.814E-03    1.231E-03    6.095E-03    1.672E-05
    3.290E-01    1.816E-03    1.235E-03    6.092E-03    1.525E-05
    3.300E-01    1.818E-03    1.240E-03    6.089E-03    1.362E-05
    3.310E-01    1.820E-03    1.244E-03    6.086E-03    1.183E-05
    3.320E-01    1.822E-03    1.248E-03    6.083E-03    9.882E-06
    3.330E-01    1.823E-03    1.253E-03    6.080E-03    7.780E-06
    3.340E-01    1.825E-03    1.257E-03    6.077E-03    5.523E-06
    3.350E-01    1.826E-03    1.261E-03    6.074E-03    3.109E-06
    3.360E-01    1.827E-03    1.266E-03    6.071E-03    5.382E-07
    3.370E-01    1.828E-03    1.271E-03    6.068E-03    2.189E-06
    3.380E-01    1.828E-03    1.275E-03    6.065E-03    5.071E-06
    3.390E-01    1.829E-03    1.280E-03    6.062E-03    8.111E-06
    3.400E-01    1.829E-03    1.285E-03    6.060E-03    1.131E-05
    3.410E-01    1.830E-03    1.290E-03    6.057E-03    1.466E-05
    3.420E-01    1.830E-03    1.295E-03    6.055E-03    1.817E-05
    3.430E-01    1.830E-03    1.300E-03    6.053E-03    2.183E-05
    3.440E-01    1.830E-03    1.305E-03    6.051E-03    2.565E-05
    3.450E-01    1.829E-03    1.310E-03    6.047E-03    2.963E-05
    3.460E-01    1.829E-03    1.315E-03    6.042E-03    3.376E-05
    3.470E-01    1.828E-03    1.320E-03    6.032E-03    3.805E-05
    3.480E-01    1.827E-03    1.325E-03    6.022E-03    4.250E-05
    3.490E-01    1.826E-03    1.331E-03    6.010E-03    4.710E-05
    3.500E-01    1.825E-03    1.336E-03    5.995E-03    5.186E-05
    3.510E-01    1.824E-03    1.341E-03    5.975E-03    5.665E-05
    3.520E-01    1.823E-03    1.346E-03    5.955E-03    6.137E-05
    3.530E-01    1.822E-03    1.351E-03    5.930E-03    6.599E-05
    3.540E-01    1.821E-03    1.356E-03    5.910E-03    7.054E-05
    3.550E-01    1.820E-03    1.360E-03    5.892E-03    7.500E-05
    3.560E-01    1.819E-03    1.364E-03    5.876E-03    7.938E-05
    3.570E-01    1.819E-03    1.368E-03    5.866E-03    8.368E-05
    3.580E-01    1.818E-03    1.372E-03    5.859E-03    8.789E-05
    3.590E-01    1.818E-03    1.375E-03    5.852E-03    9.202E-05
    3.600E-01    1.817E-03    1.378E-03    5.842E-03    9.607E-05
    3.610E-01    1.817E-03    1.381E-03    5.833E-03    1.000E-04
    3.620E-01    1.817E-03    1.384E-03    5.824E-03    1.039E-04
    3.630E-01    1.817E-03    1.386E-03    5.815E-03    1.077E-04
    3.640E-01    1.816E-03    1.388E-03    5.807E-03    1.114E-04
    3.650E-01    1.816E-03    1.390E-03    5.798E-03    1.151E-04
    3.660E-01    1.817E-03    1.392E-03    5.791E-03    1.186E-04
    3.670E-01    1.817E-03    1.393E-03    5.783E-03    1.221E-04
    3.680E-01    1.817E-03    1.395E-03    5.776E-03    1.254E-04
    3.690E-01    1.817E-03    1.396E-03    5.769E-03    1.287E-04
    3.700E-01    1.818E-03    1.396E-03    5.762E-03    1.320E-04
    3.710E-01    1.818E-03    1.397E-03    5.755E-03    1.351E-04
    3.720E-01    1.819E-03    1.397E-03    5.749E-03    1.381E-04
    3.730E-01    1.820E-03    1.397E-03    5.743E-03    1.411E-04
    3.740E-01    1.820E-03    1.397E-03    5.737E-03    1.440E-04
    3.750E-01    1.821E-03    1.396E-03    5.732E-03    1.468E-04
    3.760E-01    1.822E-03    1.396E-03    5.727E-03    1.495E-04
    3.770E-01    1.823E-03    1.395E-03    5.722E-03    1.521E-04
    3.780E-01    1.824E-03    1.394E-03    5.717E-03    1.547E-04
    3.790E-01    1.826E-03    1.392E-03    5.713E-03    1.571E-04
    3.800E-01    1.827E-03    1.390E-03    5.709E-03    1.595E-04
    3.810E-01    1.828E-03    1.389E-03    5.705E-03    1.618E-04
    3.820E-01    1.830E-03    1.386E-03    5.702E-03    1.640E-04
    3.830E-01    1.831E-03    1.384E-03    5.699E-03    1.662E-04
    3.840E-01    1.833E-03    1.381E-03    5.696E-03    1.682E-04
    3.850E-01    1.835E-03    1.378E-03    5.693E-03    1.702E-04
    3.860E-01    1.836E-03    1.375E-03    5.691E-03    1.721E-04
    3.870E-01    1.838E-03    1.372E-03    5.689E-03    1.739E-04
    3.880E-01    1.840E-03    1.368E-03    5.687E-03    1.756E-04
    3.890E-01    1.842E-03    1.365E-03    5.685E-03    1.772E-04
    3.900E-01    1.844E-03    1.361E-03    5.684E-03    1.788E-04
    3.910E-01    1.847E-03    1.356E-03    5.683E-03    1.802E-04
    3.920E-01    1.849E-03    1.352E-03    5.682E-03    1.816E-04
    3.930E-01    1.851E-03    1.347E-03    5.682E-03    1.829E-04
    3.940E-01    1.854E-03    1.342E-03    5.682E-03    1.841E-04
    3.950E-01    1.856E-03    1.337E-03    5.682E-03    1.853E-04
    3.960E-01    1.859E-03    1.331E-03    5.682E-03    1.863E-04
    3.970E-01    1.862E-03    1.325E-03    5.683E-03    1.873E-04
    3.980E-01    1.864E-03    1.319E-03    5.684E-03    1.882E-04
    3.990E-01    1.867E-03    1.313E-03    5.685E-03    1.890E-04
    4.000E-01    1.870E-03    1.306E-03    5.686E-03    1.897E-04
    4.010E-01    1.873E-03    1.300E-03    5.688E-03    1.903E-04
    4.020E-01    1.876E-03    1.294E-03    5.690E-03    1.908E-04
    4.030E-01    1.880E-03    1.289E-03    5.691E-03    1.911E-04
    4.040E-01    1.883E-03    1.285E-03    5.693E-03    1.914E-04
    4.050E-01    1.886E-03    1.280E-03    5.694E-03    1.915E-04
    4.060E-01    1.890E-03    1.277E-03    5.696E-03    1.914E-04
    4.070E-01    1.893E-03    1.274E-03    5.697E-03    1.913E-04
    4.080E-01    1.897E-03    1.272E-03    5.699E-03    1.910E-04
    4.090E-01    1.900E-03    1.270E-03    5.700E-03    1.905E-04
    4.100E-01    1.904E-03    1.268E-03    5.702E-03    1.900E-04
    4.110E-01    1.908E-03    1.268E-03    5.703E-03    1.893E-04
    4.120E-01    1.912E-03    1.268E-03    5.704E-03    1.885E-04
    4.130E-01    1.916E-03    1.268E-03    5.706E-03    1.875E-04
    4.140E-01    1.920E-03    1.269E-03    5.707E-03    1.865E-04
    4.150E-01    1.924E-03    1.270E-03    5.708E-03    1.853E-04
    4.160E-01    1.928E-03    1.273E-03    5.710E-03    1.839E-04
    4.170E-01    1.932E-03    1.275E-03    5.711E-03    1.825E-04
    4.180E-01    1.936E-03    1.278E-03    5.712E-03    1.809E-04
    4.190E-01    1.941E-03    1.282E-03    5.713E-03    1.792E-04
    4.200E-01    1.945E-03    1.286E-03    5.714E-03    1.773E-04
    4.210E-01    1.950E-03    1.291E-03    5.716E-03    1.754E-04
    4.220E-01    1.954E-03    1.297E-03    5.717E-03    1.732E-04
    4.230E-01    1.959E-03    1.303E-03    5.718E-03    1.710E-04
    4.240E-01    1.964E-03    1.309E-03    5.719E-03    1.686E-04
    4.250E-01    1.969E-03    1.315E-03    5.720E-03    1.662E-04
    4.260E-01    1.972E-03    1.320E-03    5.721E-03    1.638E-04
    4.270E-01    1.975E-03    1.324E-03    5.722E-03    1.614E-04
    4.280E-01    1.978E-03    1.328E-03    5.723E-03    1.590E-04
    4.290E-01    1.979E-03    1.331E-03    5.724E-03    1.567E-04
    4.300E-01    1.979E-03    1.334E-03    5.725E-03    1.543E-04
    4.310E-01    1.979E-03    1.336E-03    5.726E-03    1.519E-04
    4.320E-01    1.978E-03    1.337E-03    5.727E-03    1.496E-04
    4.330E-01    1.976E-03    1.338E-03    5.728E-03    1.472E-04
    4.340E-01    1.973E-03    1.338E-03    5.729E-03    1.448E-04
    4.350E-01    1.970E-03    1.338E-03    5.730E-03    1.425E-04
    4.360E-01    1.966E-03    1.337E-03    5.731E-03    1.401E-04
    4.370E-01    1.960E-03    1.335E-03    5.731E-03    1.378E-04
    4.380E-01    1.954E-03    1.333E-03    5.732E-03    1.355E-04
    4.390E-01    1.948E-03    1.330E-03    5.733E-03    1.331E-04
    4.400E-01    1.940E-03    1.327E-03    5.734E-03    1.308E-04
    4.410E-01    1.932E-03    1.323E-03    5.735E-03    1.285E-04
    4.420E-01    1.923E-03    1.318E-03    5.735E-03    1.262E-04
    4.430E-01    1.913E-03    1.313E-03    5.736E-03    1.239E-04
    4.440E-01    1.902E-03    1.307E-03    5.737E-03    1.216E-04
    4.450E-01    1.890E-03    1.300E-03    5.737E-03    1.193E-04
    4.460E-01    1.878E-03    1.293E-03    5.738E-03    1.170E-04
    4.470E-01    1.864E-03    1.285E-03    5.738E-03    1.147E-04
    4.480E-01    1.850E-03    1.277E-03    5.739E-03    1.124E-04
    4.490E-01    1.835E-03    1.268E-03    5.740E-03    1.101E-04
    4.500E-01    1.820E-03    1.258E-03    5.740E-03    1.078E-04
    4.510E-01    1.803E-03    1.248E-03    5.741E-03    1.055E-04
    4.520E-01    1.786E-03    1.237E-03    5.741E-03    1.033E-04
    4.530E-01    1.768E-03    1.226E-03    5.742E-03    1.010E-04
    4.540E-01    1.749E-03    1.214E-03    5.742E-03    9.875E-05
    4.550E-01    1.729E-03    1.201E-03    5.743E-03    9.650E-05
    4.560E-01    1.709E-03    1.188E-03    5.743E-03    9.425E-05
    4.570E-01    1.687E-03    1.174E-03    5.743E-03    9.200E-05
    4.580E-01    1.665E-03    1.160E-03    5.744E-03    8.976E-05
    4.590E-01    1.642E-03    1.145E-03    5.744E-03    8.753E-05
    4.600E-01    1.618E-03    1.129E-03    5.744E-03    8.530E-05
    4.610E-01    1.593E-03    1.113E-03    5.745E-03    8.307E-05
    4.620E-01    1.568E-03    1.096E-03    5.745E-03    8.085E-05
    4.630E-01    1.542E-03    1.078E-03    5.745E-03    7.863E-05
    4.640E-01    1.515E-03    1.060E-03    5.745E-03    7.642E-05
    4.650E-01    1.487E-03    1.041E-03    5.746E-03    7.422E-05
    4.660E-01    1.458E-03    1.022E-03    5.746E-03    7.201E-05
    4.670E-01    1.429E-03    1.002E-03    5.746E-03    6.982E-05
    4.680E-01    1.398E-03    9.815E-04    5.746E-03    6.763E-05
    4.690E-01    1.367E-03    9.603E-04    5.746E-03    6.544E-05
    4.700E-01    1.335E-03    9.385E-04    5.746E-03    6.326E-05
    4.710E-01    1.303E-03    9.160E-04    5.746E-03    6.108E-05
    4.720E-01    1.269E-03    8.930E-04    5.746E-03    5.890E-05
    4.730E-01    1.235E-03    8.693E-04    5.746E-03    5.674E-05
    4.740E-01    1.199E-03    8.451E-04    5.746E-03    5.457E-05
    4.750E-01    1.163E-03    8.202E-04    5.746E-03    5.241E-05
    4.760E-01    1.127E-03    7.948E-04    5.746E-03    5.026E-05
    4.770E-01    1.089E-03    7.687E-04    5.746E-03    4.811E-05
    4.780E-01    1.051E-03    7.420E-04    5.746E-03    4.597E-05
    4.790E-01    1.011E-03    7.147E-04    5.746E-03    4.383E-05
    4.800E-01    9.714E-04    6.868E-04    5.733E-03    4.169E-05
    4.810E-01    9.305E-04    6.582E-04    5.694E-03    3.956E-05
    4.820E-01    8.888E-04    6.291E-04    5.630E-03    3.744E-05
    4.830E-01    8.464E-04    5.993E-04    5.538E-03    3.532E-05
    4.840E-01    8.031E-04    5.690E-04    5.421E-03    3.320E-05
    4.850E-01    7.590E-04    5.381E-04    5.277E-03    3.109E-05
    4.860E-01    7.141E-04    5.065E-04    5.108E-03    2.898E-05
    4.870E-01    6.683E-04    4.743E-04    4.912E-03    2.688E-05
    4.880E-01    6.218E-04    4.414E-04    4.691E-03    2.479E-05
    4.890E-01    5.744E-04    4.080E-04    4.443E-03    2.269E-05
    4.900E-01    5.263E-04    3.740E-04    4.169E-03    2.061E-05
    4.910E-01    4.773E-04    3.393E-04    3.869E-03    1.853E-05
    4.920E-01    4.275E-04    3.040E-04    3.545E-03    1.645E-05
    4.930E-01    3.769E-04    2.682E-04    3.192E-03    1.438E-05
    4.940E-01    3.255E-04    2.317E-04    2.814E-03    1.231E-05
    4.950E-01    2.733E-04    1.947E-04    2.411E-03    1.024E-05
    4.960E-01    2.203E-04    1.569E-04    1.981E-03    8.186E-06
    4.970E-01    1.664E-04    1.187E-04    1.524E-03    6.132E-06
    4.980E-01    1.118E-04    7.975E-05    1.041E-03    4.083E-06
    4.990E-01    5.633E-05    4.017E-05    5.341E-04    2.039E-06
    5.000E-01    0.000E+00    0.000E+00    0.000E+00    0.000E+00

* * * * * * * * * * * * * *

 Part 2.

  A specification of experimentally based turbulent viscosities and
turbulent length scales in the bulk of the flow. The values beyond
3.0 diameters were obtained from a k-e solution in that region.

  To obtain a value at any arbitary point use bilinear interpolation
between the four surrounding points. The (FORTRAN) format used to read
these numbers should be: 4E13.3

    Axial        Radial       Turbulent    Length
    position     position     viscosity    scale
    5.000E-02    0.000E+00    3.400E-04    9.073E-03
    5.000E-02    2.000E-02    3.402E-04    8.977E-03
    5.000E-02    4.000E-02    3.397E-04    8.654E-03
    5.000E-02    6.000E-02    3.403E-04    8.221E-03
    5.000E-02    8.000E-02    3.399E-04    7.809E-03
    5.000E-02    1.000E-01    3.346E-04    7.341E-03
    5.000E-02    1.200E-01    3.560E-04    7.411E-03
    5.000E-02    1.400E-01    3.669E-04    7.152E-03
    5.000E-02    1.600E-01    4.107E-04    7.434E-03
    5.000E-02    1.800E-01    4.599E-04    7.705E-03
    5.000E-02    2.000E-01    4.461E-04    6.908E-03
    5.000E-02    2.200E-01    3.100E-04    4.412E-03
    5.000E-02    2.400E-01    1.694E-04    2.169E-03
    5.000E-02    2.600E-01    4.485E-05    4.039E-04
    5.000E-02    2.800E-01    4.989E-05    7.172E-04
    5.000E-02    3.000E-01    2.308E-04    3.418E-03
    5.000E-02    3.200E-01    3.636E-04    5.381E-03
    5.000E-02    3.400E-01    4.939E-04    7.291E-03
    5.000E-02    3.600E-01    5.967E-04    8.878E-03
    5.000E-02    3.800E-01    6.633E-04    9.929E-03
    5.000E-02    4.000E-01    7.088E-04    1.065E-02
    5.000E-02    4.200E-01    7.347E-04    1.099E-02
    5.000E-02    4.400E-01    6.691E-04    9.975E-03
    5.000E-02    4.600E-01    4.947E-04    7.593E-03
    5.000E-02    4.800E-01    2.568E-04    4.225E-03
    5.000E-02    5.000E-01    0.000E+00    0.000E+00
    1.500E-01    0.000E+00    3.394E-04    9.073E-03
    1.500E-01    2.000E-02    3.432E-04    8.977E-03
    1.500E-01    4.000E-02    3.440E-04    8.656E-03
    1.500E-01    6.000E-02    3.409E-04    8.221E-03
    1.500E-01    8.000E-02    3.411E-04    7.807E-03
    1.500E-01    1.000E-01    3.438E-04    7.346E-03
    1.500E-01    1.200E-01    3.697E-04    7.402E-03
    1.500E-01    1.400E-01    3.869E-04    7.164E-03
    1.500E-01    1.600E-01    4.090E-04    7.416E-03
    1.500E-01    1.800E-01    4.294E-04    7.687E-03
    1.500E-01    2.000E-01    4.251E-04    7.040E-03
    1.500E-01    2.200E-01    3.437E-04    4.861E-03
    1.500E-01    2.400E-01    2.990E-04    2.850E-03
    1.500E-01    2.600E-01    1.928E-04    1.549E-03
    1.500E-01    2.800E-01    2.051E-04    2.115E-03
    1.500E-01    3.000E-01    2.885E-04    4.394E-03
    1.500E-01    3.200E-01    4.280E-04    6.372E-03
    1.500E-01    3.400E-01    5.906E-04    8.399E-03
    1.500E-01    3.600E-01    7.614E-04    1.022E-02
    1.500E-01    3.800E-01    8.886E-04    1.150E-02
    1.500E-01    4.000E-01    9.703E-04    1.238E-02
    1.500E-01    4.200E-01    1.034E-03    1.265E-02
    1.500E-01    4.400E-01    9.230E-04    1.138E-02
    1.500E-01    4.600E-01    6.410E-04    8.457E-03
    1.500E-01    4.800E-01    2.709E-04    4.540E-03
    1.500E-01    5.000E-01    0.000E+00    0.000E+00
    2.500E-01    0.000E+00    3.439E-04    9.072E-03
    2.500E-01    2.000E-02    3.488E-04    8.978E-03
    2.500E-01    4.000E-02    3.479E-04    8.658E-03
    2.500E-01    6.000E-02    3.425E-04    8.220E-03
    2.500E-01    8.000E-02    3.465E-04    7.803E-03
    2.500E-01    1.000E-01    3.576E-04    7.349E-03
    2.500E-01    1.200E-01    3.788E-04    7.394E-03
    2.500E-01    1.400E-01    3.870E-04    7.181E-03
    2.500E-01    1.600E-01    4.149E-04    7.396E-03
